Ratio H/L normalized pd2_forward	Ratio H/L normalized pd2_reverse	Ratio H/L normalized pd4_forward	Ratio H/L normalized pd4_reverse	Only identified by site	Reverse	Contaminant	Ratio H/L normalized pd2_forward B significant	Ratio H/L normalized pd2_reverse B significant	Ratio H/L normalized pd4_forward B significant	Ratio H/L normalized pd4_reverse B significant	Peptides	Unique peptides	Intensity pd2_forward	Intensity pd2_reverse	Intensity pd4_forward	Intensity pd4_reverse	Ratio H/L normalized pd2_forward Significance B	Ratio H/L normalized pd2_reverse Significance B	Ratio H/L normalized pd4_forward Significance B	Ratio H/L normalized pd4_reverse Significance B	Protein IDs	Majority protein IDs	Protein names	Gene names	Proteins	Color
NaN	NaN	NaN	NaN								2	2	2929300	10560000	0	19244000	1	1	1	1	Q791N7;G3UXD3	Q791N7;G3UXD3	DNA-directed RNA polymerase I subunit RPA12;DNA-directed RNA polymerase subunit	Znrd1	2	
2.428116	2.71675	2.731031	2.834145								2	2	2795800	1284800	3464200	2952300	0.729859151200164	0.415043960892002	0.61644416286124	0.497423101038355	Q60960;O35345;Q4FJZ2;G3UXF0	Q60960;O35345;Q4FJZ2;G3UXF0	Importin subunit alpha-1;Importin subunit alpha-7;Importin subunit alpha	Kpna1;Kpna6	4	
NaN	NaN	NaN	0.8435015								2	2	0	2018800	3137900	4021200	1	1	1	0.755957265582613	P67871;G3UZJ5;G3UXG7;G3UZX4;G3UWL3;G3UZA4	P67871;G3UZJ5;G3UXG7;G3UZX4;G3UWL3;G3UZA4	Casein kinase II subunit beta	Csnk2b	6	
2.861519	1.235053	2.155037	1.292487								6	4	35759000	13002000	20156000	17048000	0.509906818679404	0.801340315780234	0.985615596323826	0.930067126824433	P56959;Q8CFQ9;G3UXT7;Q91VQ2;G3UZD2	P56959;Q8CFQ9;G3UXT7	RNA-binding protein FUS	Fus	5	
2.449377	-0.07640202	1.164464	2.036257								3	3	34679000	9900900	16634000	14755000	0.718323532012013	0.636469698240235	0.569363927978396	0.778011345013974	G3UY42;Q8CCS6;Q8CCS6-2;D3Z5F7;G3UWS5;D3Z055;D3YUB9;G3UX74	G3UY42;Q8CCS6;Q8CCS6-2;D3Z5F7;G3UWS5;D3Z055;D3YUB9	Polyadenylate-binding protein 2	Pabpn1;Gm20521	8	
NaN	NaN	NaN	NaN								1	1	0	0	0	0	1	1	1	1	G3UY70;Q80XB1;P59178	G3UY70;Q80XB1;P59178	Lethal(3)malignant brain tumor-like protein 2	L3mbtl2	3	
2.550827	3.109528	2.933724	3.096768								14	14	35677000	15083000	40863000	58053000	0.664198726150998	0.33484090006797	0.502336956501641	0.418456153145669	G3UYN0;Q587J6;E9PZU6	G3UYN0;Q587J6	LINE-1 type transposase domain-containing protein 1	L1td1	3	
NaN	NaN	NaN	NaN								1	1	2320700	628220	2782500	2424400	1	1	1	1	Q8R1F9;G3UYU5	Q8R1F9;G3UYU5	Ribonuclease P protein subunit p40	Rpp40	2	
NaN	NaN	2.576184	NaN								2	2	5271200	2165200	10386000	4060200	1	1	0.710574610690795	1	P62858;D3YVD9;G3UYV7	P62858;D3YVD9;G3UYV7	40S ribosomal protein S28	Rps28;Gm3511	3	
2.842516	-1.220614	2.010816	2.545647								10	6	70525000	19904000	15070000	14997000	0.518778134021822	0.191917352481984	0.94256030285514	0.592556731419596	Q7TMK9;G3V018;Q7TMK9-2;G3UZI2;G3UZ48;G3UXJ6;G3UWM1;G3XA76	Q7TMK9;G3V018;Q7TMK9-2;G3UZI2;G3UZ48;G3UXJ6	Heterogeneous nuclear ribonucleoprotein Q	Syncrip	8	
NaN	-3.290533	NaN	NaN								2	2	0	1190900	0	0	1	0.004945466947664	1	1	G3X8Q1;Q6PFH4	G3X8Q1;Q6PFH4		Cabin1	2	
NaN	NaN	NaN	NaN								1	1	0	755910	2413300	0	1	1	1	1	G3X8V7;Q99LB2	G3X8V7;Q99LB2	Dehydrogenase/reductase SDR family member 4	Dhrs4	2	
3.033141	3.669254	3.21056	3.343692								11	11	44358000	18799000	22730000	46981000	0.433514241468199	0.239094560599613	0.366581770706114	0.351413463303425	Q9JJ80;G3X926	Q9JJ80;G3X926	Ribosome production factor 2 homolog	Rpf2	2	
NaN	0.743558	0.2121336	0.822771								13	7	874790	3854000	5255400	5312500	1	0.948401143658587	0.259256194383054	0.748140785885198	G3X940;Q8BZ21	G3X940;Q8BZ21	Histone acetyltransferase KAT6A	Myst3;Kat6a	2	
1.390613	-0.3176065	1.656176	0.7558275								28	28	215070000	74777000	112490000	92112000	0.760431674091883	0.516926730494019	0.779263123883524	0.723079625526823	G3X956;Q920B9	G3X956;Q920B9	FACT complex subunit SPT16	Supt16h	2	
NaN	NaN	NaN	NaN								1	1	0	491820	992310	955600	1	1	1	1	G3X969;Q6R2P8;Q1LZM6;Q1RLK4	G3X969;Q6R2P8;Q1LZM6;Q1RLK4	Endonuclease 8-like 2	Neil2	4	
2.715498	3.002397	2.582556	2.893595								18	18	25494000	17359000	36666000	41551000	0.58005648835013	0.355657681776465	0.706599752716257	0.478881110645392	G3X9B1	G3X9B1		Heatr1	1	
NaN	NaN	1.638259	NaN								2	2	0	408400	1760500	0	1	1	0.771204864824052	1	G3X9J0;E9Q103	G3X9J0;E9Q103		Sipa1l3	2	
NaN	NaN	0.5485353	NaN								2	2	309960	183060	1893300	407980	1	1	0.352043858629789	1	O35387;G3X9M8	O35387;G3X9M8	HCLS1-associated protein X-1	Hax1	2	
NaN	NaN	4.241001	NaN								3	3	1324800	0	4004100	1986000	1	1	0.077272915850014	1	G3X9S6;Q0P5W9;Q6DI69;D3Z0D4	G3X9S6;Q0P5W9		Rfx5	4	
NaN	NaN	NaN	NaN								22	1	0	0	0	0	1	1	1	1	G3X9W0;G5E8G0	G3X9W0;G5E8G0		Hnrnpd	2	
3.028127	-1.345821	2.787871	1.378844								34	34	2356400000	1176000000	371630000	432550000	0.435647777720223	0.162713822222697	0.583316890787979	0.964216895406005	Q8VEK3;G3XA10	Q8VEK3;G3XA10	Heterogeneous nuclear ribonucleoprotein U	Hnrnpu	2	
NaN	NaN	NaN	NaN								1	1	0	1928500	0	0	1	1	1	1	Q9CX11;G3XA22	Q9CX11;G3XA22	rRNA-processing protein UTP23 homolog	Utp23	2	
0.3839393	-0.5779178	1.362442	-1.358121								14	13	104930000	38306000	68300000	81700000	0.393844056128617	0.402346634665896	0.650731741021271	0.160185122750301	G5E837;F6T088;Q9D968;F6T0G2	G5E837;F6T088;Q9D968	Host cell factor 2	Hcfc2	4	
-3.0443	2.654069	NaN	NaN								6	3	45500000	9298000	2661900	3351600	0.006566856840416	0.428818964223949	1	1	Q01147;Q01147-2;Q62347;G5E865	Q01147;Q01147-2;Q62347;G5E865	Cyclic AMP-responsive element-binding protein 1	Creb1	4	
2.227988	-1.015141	2.46255	1.540375								11	11	40250000	14942000	8669900	12111000	0.841110860658537	0.247898431734308	0.782684003243199	0.971758265638075	G5E866;Q99NB9	G5E866;Q99NB9	Splicing factor 3B subunit 1	Sf3b1	2	
0.1751732	0.6068212	0.6124941	1.02772								44	44	778280000	285860000	424490000	423740000	0.333913575517371	0.989852331341311	0.371815020446193	0.82642930828703	G5E870	G5E870		Trip12	1	
-0.5886605	-0.21682	-0.4165965	-0.4506561								6	6	33406000	13716000	37122000	54600000	0.167008694332942	0.565440770768314	0.134312452276145	0.340252601488898	G5E881;Q3TUH1;Q3TUH1-2;G3UWL8;G3UYJ1;D6RGT1	G5E881;Q3TUH1;Q3TUH1-2;G3UWL8;G3UYJ1	Mitochondrial translocator assembly and maintenance protein 41 homolog	1500001M20Rik;Tamm41	6	
2.742071	2.737492	2.085833	-2.72261								4	4	9353800	37803000	803270000	439160000	0.566960231038629	0.410543745288239	0.977657398528924	0.037318842338568	G5E8F7;Q9CXL3	G5E8F7;Q9CXL3	Uncharacterized protein C7orf50 homolog	3110082I17Rik	2	
-1.812891	1.575361	-0.1794329	0.3166091								14	14	91059000	23153000	72240000	59515000	0.040558999462744	0.70318857884708	0.174444744369076	0.566964617583042	G5E8N7;Q9JLV6;E9QML1;Q9JLV6-2;E9Q9A5	G5E8N7;Q9JLV6;E9QML1;Q9JLV6-2;E9Q9A5	Bifunctional polynucleotide phosphatase/kinase;Polynucleotide 3-phosphatase;Polynucleotide 5-hydroxyl-kinase	Pnkp	5	
3.387087	-1.827103	3.332278	1.270947								19	19	564450000	341050000	141670000	135470000	0.298639156067982	0.080796809270567	0.314929011112594	0.921566768703769	G5E924;E9Q8W8;Q8R081;G3UY38;G3UY56;G3UYY3	G5E924;E9Q8W8;Q8R081;G3UY38	Heterogeneous nuclear ribonucleoprotein L	Hnrnpl	6	
3.108491	-1.525746	3.483751	-1.346041								14	14	52448000	26992000	39308000	30126000	0.402184689309344	0.126791500301143	0.257669765946192	0.161978425053095	Q8K202;Q8K202-2;G8JL51;Q8K202-3	Q8K202;Q8K202-2;G8JL51;Q8K202-3	DNA-directed RNA polymerase I subunit RPA49	Polr1e	4	
1.937533	1.337939	2.386728	2.033264								9	9	125810000	84396000	144550000	219570000	0.994157201178567	0.771252563106938	0.831903825515236	0.779152328349676	O08583;O08583-2;G3X9I4;Q9JJW6;Q9JJW6-2	O08583;O08583-2;G3X9I4;Q9JJW6;Q9JJW6-2	THO complex subunit 4;RNA and export factor-binding protein 2	Alyref;Alyref2;Refbp2	5	
-1.408129	1.557337	-2.026146	1.893129								6	6	8288400	12372000	42725000	61630000	0.067584018566667	0.708280930297196	0.014591582243022	0.833073608009665	O08760;G3UVT7	O08760	N-glycosylase/DNA lyase;8-oxoguanine DNA glycosylase;DNA-(apurinic or apyrimidinic site) lyase	Ogg1	2	
NaN	NaN	NaN	NaN								1	1	0	0	1030500	0	1	1	1	1	O08789	O08789	Max-binding protein MNT	Mnt	1	
1.350724	-2.282228	2.412863	-3.32758								15	9	83962000	82937000	172890000	294050000	0.743956401993148	0.037789128617571	0.814853371701802	0.017182588470294	O09106;D3YYI8;Q3UM33;O88895	O09106;D3YYI8	Histone deacetylase 1;Histone deacetylase	Hdac1;Gm10093	4	nurd
3.728683	4.076046	4.004591	2.931456								8	8	202300000	85209000	213620000	239000000	0.198240171620178	0.182879355053028	0.116753714683952	0.46727231040015	O09167;Q9CQM8;D3Z422;D3Z3K3;D3YX83;D3YWQ7;D3YWP4;D3YY19;D3YVN8;D3Z1Q1;D3YZW4;D3Z4H9;D3Z248;D3Z5J6;D3YX47;D3Z4H4;D3Z3D4;F8VQF1;D3Z4H7	O09167;Q9CQM8;D3Z422;D3Z3K3;D3YX83;D3YWQ7;D3YWP4;D3YY19;D3YVN8;D3Z1Q1;D3YZW4;D3Z4H9;D3Z248;D3Z5J6;D3YX47;D3Z4H4;D3Z3D4	60S ribosomal protein L21	Rpl21;Rpl21-ps7;Gm10155;Gm9104;Gm16415;Gm10916;Rpl21-ps10;Gm8054;Gm5528;Rpl21-ps12;Rpl21-ps3;Rpl21-ps13;Gm16416;Rpl21-ps6;Rpl21-ps14;Rpl21-ps11	19	
NaN	3.333853	3.242831	3.881469								9	9	3318000	1871900	26192000	7789400	1	0.293850528316787	0.352397985566222	0.230455800773974	O35130	O35130	Ribosomal RNA small subunit methyltransferase NEP1	Emg1	1	
3.274351	-3.267566	3.10007	-3.216921								43	43	175640000	48125000	105610000	107870000	0.338181259418621	0.005208326008929	0.417786067391578	0.019922342659051	O35134;E9PYK9	O35134;E9PYK9	DNA-directed RNA polymerase I subunit RPA1;DNA-directed RNA polymerase	Polr1a	2	
2.983203	0.4184599	3.29942	2.660221								13	13	41601000	27155000	14343000	31689000	0.455033018679181	0.910281670303815	0.328377207089562	0.553789848068717	O35286;F6ZF21;A2A4P0;A2A4N9;G3X8X0;Q05BH3	O35286	Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15	Dhx15	6	
NaN	NaN	NaN	NaN								1	1	0	0	0	555190	1	1	1	1	O35682	O35682	Myeloid-associated differentiation marker	Myadm	1	
3.022723	-0.692968	NaN	2.364993								10	10	41712000	17491000	4719500	2951600	0.437954274638896	0.356985758525165	1	0.656081703258833	Q3TUQ5;O35691	Q3TUQ5;O35691	Pinin	Pnn	2	
2.871016	-1.142322	2.538836	1.497229								9	5	67334000	41647000	11643000	11372000	0.505502990472582	0.212038801219164	0.73402559629055	0.988865785643592	Q8C2Q7;O35737;D3Z6Y3	Q8C2Q7;O35737	Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H, N-terminally processed	Hnrnph1	3	
0.3618806	0.6888517	0.3619929	0.4562805								4	4	4509100	3598000	8834300	12675000	0.387220210289639	0.964974659631107	0.298265192768777	0.614861721005739	O54734	O54734	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	Ddost	1	
NaN	NaN	NaN	0.7414023								1	1	8069900	2980200	7370000	7967200	1	1	1	0.717716949190797	O54790	O54790	Transcription factor MafG	Mafg	1	
NaN	NaN	NaN	2.852638								3	3	3545200	2148700	5848400	4658800	1	1	1	0.491614609527931	O54825	O54825	Bystin	Bysl	1	
0.41792	-0.2396684	0.3061456	-0.05838279								3	3	12553000	3655500	5950400	11322000	0.404181096913535	0.554253347791474	0.283292813502845	0.447969423117753	O54946;F6YRQ2;Q3TB24;Q9QYI5;Q9QYI5-2;O54946-2	O54946;F6YRQ2	DnaJ homolog subfamily B member 6	Dnajb6	6	
0.1050075	0.5259687	-0.1019542	0.6498454								4	4	19357000	6059900	20412000	19898000	0.315166706450681	0.972492366045997	0.189328573354427	0.684013440268933	O54962	O54962	Barrier-to-autointegration factor	Banf1	1	
NaN	NaN	0.9688649	NaN								2	2	0	0	4971500	6658300	1	1	0.494079295255132	1	O55111	O55111	Desmoglein-2	Dsg2	1	
2.82432	2.805375	1.333939	3.099598								6	6	43777000	16089000	42223000	82708000	0.527347247074164	0.396020115021411	0.638725564488627	0.417647395784688	O55135;A6PWZ2;B1AZQ4;D6RJJ3;D6RG53	O55135	Eukaryotic translation initiation factor 6	Eif6	5	
NaN	NaN	NaN	NaN								1	1	5712300	0	0	4147300	1	1	1	1	O70126	O70126	Aurora kinase B	Aurkb	1	
0.2373189	-0.3480781	-0.4065984	1.117296								15	15	123060000	68742000	27714000	38331000	0.351105974495766	0.502695423839678	0.135845955302522	0.861247326316229	O70157;Q3V3P1;Q5NCT0;Q3TPE4;B0QZI1;Q5NCT1;Q9Z321;F6SDD7	O70157;Q3V3P1;Q5NCT0;Q3TPE4;B0QZI1	DNA topoisomerase 3-alpha;DNA topoisomerase	Top3a	8	
NaN	NaN	NaN	NaN								1	1	385980	170790	0	0	1	1	1	1	O70230;O70230-2;O70230-3	O70230;O70230-2;O70230-3	Zinc finger protein 143	Znf143	3	
NaN	NaN	NaN	NaN								1	1	0	0	0	3640200	1	1	1	1	Q76LV0;Q91XR9;O70325;O70325-2	Q76LV0;Q91XR9;O70325;O70325-2	Glutathione peroxidase;Phospholipid hydroperoxide glutathione peroxidase, nuclear;Phospholipid hydroperoxide glutathione peroxidase, mitochondrial	Gpx4	4	
0.7734901	0.3815049	1.467018	-0.0008658484								4	4	11947000	4503100	11636000	9618700	0.521715120482338	0.889004557610496	0.695543335486784	0.465247692488874	O70503;O70503-2	O70503;O70503-2	Estradiol 17-beta-dehydrogenase 12	Hsd17b12	2	
2.930151	NaN	NaN	NaN								2	2	3059000	316360	0	0	0.478538959892262	1	1	1	O88291;D3YXQ7;O88291-2;E9Q662	O88291;D3YXQ7;O88291-2;E9Q662	DBIRD complex subunit ZNF326	Znf326;Zfp326	4	
3.296252	2.024213	4.588145	4.529696								3	3	7219400	2367100	22288000	12639000	0.330247567694259	0.581152188304415	0.039614104113279	0.12815296134655	O88441	O88441	Metaxin-2	Mtx2	1	
3.64904	0.3319345	2.299567	2.733983								16	15	436640000	183860000	197730000	228880000	0.219093681798823	0.860591771462816	0.889298839138612	0.52950714702836	O88477	O88477	Insulin-like growth factor 2 mRNA-binding protein 1	Igf2bp1	1	
-0.4961831	1.126841	0.3960498	0.6132488								4	4	3957900	2899900	5735600	4332500	0.183004609892145	0.833305902876891	0.307650572963921	0.670711350332776	O88554	O88554	Poly [ADP-ribose] polymerase 2	Parp2	1	
0.284751	-0.8970598	1.605257	-2.364608								25	25	326080000	135080000	195270000	215720000	0.364598568778887	0.284809266512404	0.756426798506427	0.056855349790215	O88559;F8WHD9;D3YZC2;O88559-2;F7CJP6;F6ZTV9	O88559;F8WHD9;D3YZC2;O88559-2	Menin	Men1	6	
-0.1800376	-0.1497447	-0.3766388	1.152768								34	34	376000000	169850000	131270000	138570000	0.24623656367106	0.598895767098239	0.14052214049921	0.875113893647895	E9PZ97;O88700	E9PZ97;O88700	Bloom syndrome protein homolog	Blm	2	
NaN	NaN	NaN	NaN								2	2	814030	516050	1077700	1150500	1	1	1	1	Q3UDC3;O88746	Q3UDC3;O88746	Target of Myb protein 1	Tom1	2	
2.423578	2.874423	3.205424	3.473657								5	5	6104400	2213900	8700400	7719500	0.732329157844094	0.381569987210057	0.368871776246063	0.319027598179169	O88796	O88796	Ribonuclease P protein subunit p30	Rpp30	1	
NaN	-0.7504697	-0.8889954	-1.042487								5	5	222720	202180	1930300	5161800	1	0.335572614418352	0.075950663779489	0.212156386370289	O88986;E9PWY6	O88986;E9PWY6	2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial	Gcat	2	
NaN	NaN	NaN	NaN								1	1	5279500	2265500	3132600	7890900	1	1	1	1	O89023	O89023	Tripeptidyl-peptidase 1	Tpp1	1	
0.3547907	0.7350022	2.006549	-0.6174988								7	7	88576000	35991000	60202000	43780000	0.385105734182116	0.950991881965016	0.940567011863052	0.299947797791359	O89086;Q8BG13;Q5RJV3	O89086;Q8BG13;Q5RJV3	Putative RNA-binding protein 3	Rbm3	3	
NaN	NaN	NaN	NaN								1	1	2129500	1022900	3295700	2597100	1	1	1	1	P00405;Q7JCZ1	P00405;Q7JCZ1	Cytochrome c oxidase subunit 2	Mtco2;mt-Co2	2	
2.595384	2.141825	2.962901	1.584914								8	5	3037600	8516600	17404000	31156000	0.640949592682637	0.550890579412751	0.486881819866826	0.954111520461322	P07901	P07901	Heat shock protein HSP 90-alpha	Hsp90aa1	1	
NaN	0.4313555	NaN	-0.4049929								2	2	5538700	1645700	1467600	2367700	1	0.917722406010861	1	0.351862312709288	P07903;Q91VP3;E9PUM0	P07903;Q91VP3;E9PUM0	DNA excision repair protein ERCC-1	Ercc1	3	
2.178555	2.527371	2.247259	2.286319								9	7	4311800	7304800	21463000	17786000	0.869182651864784	0.457460239825127	0.924044128708433	0.684580901992762	P08551	P08551	Neurofilament light polypeptide	Nefl	1	
NaN	NaN	NaN	NaN								2	2	3464400	4587300	5009000	0	1	1	1	1	P08752;Q6R0H7;Q6R0H7-4;Q66L47;P63094;Q8CGK7;P63094-2;B2RSH2;P18872;P18872-2;P50149;Q3V3I2;Q9DC51;P20612;A2AE32;Q8C040;A2AE31;A2A610	P08752;Q6R0H7;Q6R0H7-4;Q66L47;P63094;Q8CGK7;P63094-2;B2RSH2;P18872;P18872-2;P50149;Q3V3I2;Q9DC51;P20612;A2AE32;Q8C040;A2AE31;A2A610	Guanine nucleotide-binding protein G(i) subunit alpha-2;Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas;Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(olf) subunit alpha;Guanine nucleotide-binding protein G(i) subunit alpha-1;Guanine nucleotide-binding protein G(o) subunit alpha;Guanine nucleotide-binding protein G(t) subunit alpha-2;Guanine nucleotide-binding protein G(t) subunit alpha-3;Guanine nucleotide-binding protein G(k) subunit alpha;Guanine nucleotide-binding protein G(t) subunit alpha-1	Gnai2;Gnas;Gnal;Gnai1;Gnao1;Gnat2;Gnat3;Gnai3;Gnat1	18	
NaN	NaN	NaN	NaN								1	1	3474200	1375400	1850700	1471900	1	1	1	1	P08775	P08775	DNA-directed RNA polymerase II subunit RPB1	Polr2a	1	
3.283907	2.103531	4.943124	5.037602								47	47	5212900000	3023600000	5288200000	5257800000	0.334704653337126	0.560658112547981	0.018505938836852	0.076077778906175	P09405	P09405	Nucleolin	Ncl	1	
NaN	NaN	NaN	NaN								2	2	1863800	626940	1723800	0	1	1	1	1	P09803	P09803	Cadherin-1;E-Cad/CTF1;E-Cad/CTF2;E-Cad/CTF3	Cdh1	1	
1.548042	0.1397313	1.347722	0.3169567								4	2	5615900	2773700	3008800	3552700	0.826452782306661	0.752437167269265	0.644519941760052	0.567081552446511	P0C0S6;Q3THW5;Q3UA95;Q5NC91;Q8R029;G3UWL7	P0C0S6;Q3THW5;Q3UA95;Q5NC91;Q8R029	Histone H2A.Z;Histone H2A.V;Histone H2A	H2afz;H2afv	6	
1.10017	0.7401937	1.938775	1.085493								10	10	227570000	125740000	203200000	250220000	0.643400225002026	0.94941981060943	0.908959561321979	0.848850819890993	P10126;B7ZBW3;P62631;D3YZ68;D3Z3I8	P10126;B7ZBW3;P62631;D3YZ68;D3Z3I8	Elongation factor 1-alpha 1;Elongation factor 1-alpha;Elongation factor 1-alpha 2	Eef1a1;Eef1a2	5	
NaN	NaN	NaN	NaN								1	1	0	0	0	1752100	1	1	1	1	P10284	P10284	Homeobox protein Hox-B4	Hoxb4	1	
NaN	NaN	NaN	NaN								1	1	0	467080	0	1710500	1	1	1	1	P10493	P10493	Nidogen-1	Nid1	1	
1.701593	0.6541605	2.412998	1.403649								6	6	663390000	376620000	488810000	493970000	0.892056378929474	0.975492821936482	0.814765241491467	0.974040887129606	Q8CGP2-2;Q921L4;Q8CBB6;P10853;P10854;Q64475;Q64478;Q64525;Q6ZWY9;Q8CGP1;Q8CGP2;G3X9D5;P70696;Q64524;Q8CGP0;Q9D2U9	Q8CGP2-2;Q921L4;Q8CBB6;P10853;P10854;Q64475;Q64478;Q64525;Q6ZWY9;Q8CGP1;Q8CGP2;G3X9D5;P70696;Q64524;Q8CGP0;Q9D2U9	Histone H2B;Histone H2B type 1-F/J/L;Histone H2B type 1-M;Histone H2B type 1-B;Histone H2B type 1-H;Histone H2B type 2-B;Histone H2B type 1-C/E/G;Histone H2B type 1-K;Histone H2B type 1-P;Histone H2B type 1-A;Histone H2B type 2-E;Histone H2B type 3-B;Histone H2B type 3-A	Gm13646;Hist1h2bf;Hist1h2bm;Hist1h2bb;Hist1h2bh;Hist2h2bb;Hist1h2bc;Hist1h2bk;Hist1h2bp;Hist1h2ba;Hist2h2be;Hist3h2bb;Hist3h2ba	16	
1.828307	1.614427	2.611763	2.335826								4	4	98510000	60992000	82969000	107870000	0.946776564896413	0.692196987217672	0.688485642496545	0.666591637260205	P10922	P10922	Histone H1.0	H1f0	1	
NaN	-0.8014053	1.31342	-0.8451576								6	6	16810000	17707000	237910000	18974000	1	0.317310508638883	0.630140540486036	0.25029433784632	P11031	P11031	Activated RNA polymerase II transcriptional coactivator p15	Sub1	1	
NaN	NaN	NaN	NaN								77	1	18011000	0	0	22549000	1	1	1	1	P11103	P11103	Poly [ADP-ribose] polymerase 1	Parp1	1	
1.813155	1.467018	1.332565	0.7710404								4	2	11334000	5502900	8339700	15151000	0.940215219597081	0.733991268762283	0.638149150467118	0.728749868478751	P11260	P11260	Putative transposase element L1Md-A101/L1Md-A102/L1Md-A2		1	
NaN	1.479489	NaN	2.312404								5	2	2999900	2217800	6549500	4634500	1	0.730422698077052	1	0.67507944531452	P11499;E9Q3D6;B7ZC50	P11499;E9Q3D6	Heat shock protein HSP 90-beta	Hsp90ab1	3	
0.01421241	0.6777111	NaN	1.031819								3	3	9266900	2547900	2033900	2374800	0.291954648742498	0.968351840010481	1	0.828015474427386	P13864;P13864-2	P13864;P13864-2	DNA (cytosine-5)-methyltransferase 1	Dnmt1	2	
3.491212	3.230587	3.614003	3.865127								9	9	211950000	120120000	243120000	345220000	0.264972542703243	0.312282701590265	0.214565619502146	0.233629333847805	P14115;D3YZN6;D3Z6J9;E9QP28	P14115;D3YZN6;D3Z6J9;E9QP28	60S ribosomal protein L27a	Rpl27a;Rpl27a-ps1;Gm5908;Gm5453	4	
3.39424	3.098571	3.21109	2.568786								6	6	101690000	39791000	79009000	92646000	0.296238934772272	0.336933107958777	0.366346090023168	0.584627926657965	P14131	P14131	40S ribosomal protein S16	Rps16	1	
4.801831	4.316001	4.287546	4.867254								21	21	505530000	368680000	706160000	1259000000	0.03908799685925	0.154681648265856	0.070956964015626	0.091175409167571	P14148;F6XI62;D3Z6N4;F6ZA13	P14148;F6XI62;D3Z6N4	60S ribosomal protein L7	Rpl7;Gm5045	4	
2.723974	2.415786	2.417191	2.22771								18	16	103780000	62171000	124690000	165790000	0.575864010971401	0.483550407830972	0.812037783532758	0.706110491014841	P14733;P21619;P21619-2	P14733	Lamin-B1	Lmnb1	3	
4.507795	4.274336	5.262734	4.564805								11	1	248090000	136800000	363580000	375960000	0.064248106096624	0.159325264343937	0.008708986783367	0.123833818406177	P14869;D3YVM5	P14869;D3YVM5	60S acidic ribosomal protein P0	Rplp0	2	
-2.371684	2.786073	-1.874296	NaN								4	4	10837000	2879200	21908000	3740900	0.018669696000898	0.400117780876144	0.018612572344081	1	P15066;Q52L49;P05627	P15066;Q52L49	Transcription factor jun-D	Jund	3	
1.464198	1.0397	1.792855	1.437068								16	4	8528600000	3567000000	6264200000	6488000000	0.791105947425025	0.859251553454631	0.841458679228311	0.98728219613407	P15864	P15864	Histone H1.2	Hist1h1c	1	
2.677846	0.8104843	3.08369	2.266846								10	9	22053000	18505000	26665000	14708000	0.59885180614369	0.928156560315065	0.425720073629043	0.691706758305675	Q62167;P16381;Q62095	Q62167;P16381;Q62095	ATP-dependent RNA helicase DDX3X;Putative ATP-dependent RNA helicase Pl10;ATP-dependent RNA helicase DDX3Y	Ddx3x;D1Pas1;Ddx3y	3	
-2.376845	2.486534	-1.934124	2.116398								13	10	74883000	12858000	17114000	26877000	0.018529201472751	0.466915602828905	0.016925170187116	0.747641720246075	P16951;P16951-2;Q3UKS5;G3UXC3;P16951-3;A2AQE9;E9Q8B1;A2AQF0;Q3UT24;F6Z2B2;A2AQF1	P16951;P16951-2;Q3UKS5;G3UXC3;P16951-3;A2AQE9;E9Q8B1;A2AQF0	Cyclic AMP-dependent transcription factor ATF-2	Atf2	11	
3.866513	-4.201258	5.281809	-6.105417								9	4	261540000	127370000	453350000	1159700000	0.165644871413842	0.00051464470993	0.008308657785083	0.000168111063248	P17095	P17095	High mobility group protein HMG-I/HMG-Y	Hmga1	1	at_hook
NaN	-4.301131	3.369606	-5.003605								6	1	15896000	86265000	87454000	598970000	1	0.000391627337332	0.300096815383976	0.001302890984679	P17095-1	P17095-1			1	
1.433814	NaN	2.311503	NaN								3	3	7763700	3724500	5710200	3263300	0.778398154089149	1	0.881397541572688	1	P17141	P17141	Zinc finger protein 37	Zfp37	1	
NaN	NaN	0.5966489	NaN								2	2	0	0	4508800	1773800	1	1	0.366853874116996	1	P17208;Q63934;Q63955	P17208;Q63934;Q63955	POU domain, class 4, transcription factor 1;POU domain, class 4, transcription factor 2;POU domain, class 4, transcription factor 3	Pou4f1;Pou4f2;Pou4f3	3	
1.387362	1.423417	1.280719	0.8458312								2	2	2950900	1184400	3674400	3318000	0.759085052069507	0.74651281955246	0.61656141426302	0.756837264390059	P17809	P17809	Solute carrier family 2, facilitated glucose transporter member 1	Slc2a1	1	
4.751945	4.051981	3.613885	4.779049								13	13	479230000	268630000	489790000	467350000	0.042646546824555	0.185905021847206	0.214602165389276	0.099891011769646	P19253;E9Q5A0;Q3TDS9;D3YY61	P19253;E9Q5A0;Q3TDS9	60S ribosomal protein L13a	Rpl13a	4	
